epoch,train_loss,val_loss
1,2.5793983771006266,2.656125835418701
2,2.029061709721883,3.7915043964385986
3,1.8251566816965739,1.940314781188965
4,1.6178541965484619,2.259045997619629
5,1.489277551015218,2.5161593799591064
6,1.3573969790140787,1.9308010120391845
7,1.2837984189987182,1.6428714084625244
8,1.1799120667775471,1.4430602207183838
9,1.1280531446139017,1.368454412460327
10,1.0412112593650817,1.536989507675171
11,1.0073808530171713,1.5896186437606812
12,0.9086033115386963,2.1756309909820555
13,0.8753265527089437,1.3053176708221434
14,0.8138077178001404,2.0172114810943604
15,0.7424651705423991,1.4211199979782105
16,0.7298319746653239,1.3795548419952393
17,0.6415879521369934,1.3896731996536256
18,0.620422656695048,1.3877665357589721
19,0.5523439998626709,1.145577389717102
20,0.5198421160380046,1.369625407218933
21,0.5056172890663146,1.2783189420700074
22,0.45061930871009825,1.1168713855743408
23,0.4175247790813446,1.5478508348464965
24,0.39207763671875,1.2629976558685303
25,0.35946452275911966,1.3722483339309692
26,0.32363545974095664,1.0147766447067261
27,0.2879443810780843,1.0733753089904785
28,0.2805376474062602,1.0600488481521606
29,0.2564768419265747,1.0827249965667725
30,0.2445019014676412,1.2155140495300294
31,0.23269561251004536,0.9969135794639588
32,0.2214742651383082,1.0739825134277343
33,0.20969603912035625,0.9572077393531799
34,0.2038649909098943,0.9954491529464722
35,0.19098183838526409,0.9584525718688964
36,0.1860678408940633,0.9832268280982971
37,0.169072589914004,1.0207154388427735
38,0.1680963306427002,0.9109518103599549
39,0.16042411975065868,0.9291373329162598
40,0.15631150444348654,0.9197490386962891
41,0.1549285529057185,0.921129674911499
42,0.14744121980667113,0.9047975988388062
43,0.14054086124897003,0.8580848546028137
44,0.1408991551399231,0.8758375687599183
45,0.13671631201108297,0.8674018802642822
46,0.1290976897875468,0.8649857511520386
47,0.13016534034411112,0.8641242027282715
48,0.12564760224024454,0.8459366598129272
49,0.12755180124441784,0.851045705795288
50,0.12165063961346945,0.8636540460586548
51,0.12225099047025045,0.8594842076301574
52,0.11844799848397573,0.8548209648132324
53,0.11483030958970387,0.856809606552124
54,0.11443224310874939,0.8513099207878113
55,0.1110895981391271,0.8475498495101929
56,0.1095281994342804,0.8476076951026916
57,0.11022988539934159,0.8484003639221191
58,0.10993205277125041,0.8488388457298279
59,0.1093584278623263,0.8487958698272705
60,0.11019069417317709,0.8516414995193482
