epoch,train_loss,val_loss
1,0.35931590739885966,0.3995594484806061
2,0.28224388853708904,0.3774957876205444
3,0.25316050664583845,0.28177781724929807
4,0.22433061854044598,0.2813140399456024
5,0.21178250261147816,0.24115677094459534
6,0.19833460517724355,0.31753747606277466
7,0.18018320767084758,0.22375316274166107
8,0.16778485075632732,0.20788266944885253
9,0.1571944947242737,0.22163294792175292
10,0.1511635541121165,0.23840563797950745
11,0.1367326978445053,0.22498260426521302
12,0.13658973570664723,0.20663501954078675
13,0.12741731166839598,0.20842239546775818
14,0.11863739919662476,0.18841154074668884
15,0.11326529912153879,0.22739642512798308
16,0.10245295433203379,0.17682146322727205
17,0.09659467228253682,0.15622736144065857
18,0.08657323332627614,0.16488575804233552
19,0.08128096453348796,0.17247263085842132
20,0.07854096412658691,0.19673434221744537
21,0.0714638430873553,0.15001799821853637
22,0.06486259059111277,0.15693393433094024
23,0.06144749444723129,0.1606098062992096
24,0.0559462362130483,0.16592653596401213
25,0.04976308387517929,0.17549366235733033
26,0.045498881697654724,0.15359227895736693
27,0.044110665678977964,0.15723201501369477
28,0.04236548595627149,0.15436636793613434
29,0.03745571584502856,0.13588769084215163
30,0.034566736231247584,0.1377242077589035
31,0.03245238700509071,0.1396009886264801
32,0.02841265098253886,0.13948106247186662
33,0.027733366896708807,0.1375076849460602
34,0.025600484748681387,0.13048147201538085
35,0.024660666982332866,0.1403424541950226
36,0.021988381206989288,0.12220538187026977
37,0.021844533662001293,0.12597247451543808
38,0.021000858187675477,0.12291862189769745
39,0.020176370431979496,0.12233262979984283
40,0.01848927236596743,0.12149726510047913
41,0.01772368607421716,0.11662858545780182
42,0.017560397237539292,0.11763040363788604
43,0.016420686940352123,0.11460175436735154
44,0.016088081608215968,0.11692446959018707
45,0.015619953950246176,0.1176850016117096
46,0.015531340291102728,0.11594299936294555
47,0.015383351296186447,0.11708295297622681
48,0.014263668683667978,0.11657735240459442
49,0.014077126048505306,0.11543747842311859
50,0.014828360438346863,0.11287201249599457
51,0.014664850401381652,0.11623428297042847
52,0.014096840346852938,0.1143192400932312
53,0.0139309953302145,0.11385849952697753
54,0.01381259791056315,0.11360199737548828
55,0.013835364903012912,0.11353627043962479
56,0.013747575536370278,0.11370173412561417
57,0.01350295386215051,0.11322425651550293
58,0.013415599728624026,0.11300065505504608
59,0.013558135082324346,0.11337179207801819
60,0.013367341225345929,0.11337799501419067
