epoch,train_loss,val_loss
1,0.3776998292605082,0.48973602628707885
2,0.3098203716278076,0.3187102200984955
3,0.28620727062225343,0.3197142086029053
4,0.26781974617640175,0.33820997524261476
5,0.2464712788661321,0.33154810428619386
6,0.23875721375147502,0.24598360991477966
7,0.23630186446507773,0.34068172454833984
8,0.22107081166903178,0.2209062969684601
9,0.20921294109026592,0.3410477192401886
10,0.20833520062764485,0.23889649486541747
11,0.20327146375179292,0.22575905728340148
12,0.1858027129570643,0.2186390929222107
13,0.18268019449710846,0.22654073309898376
14,0.17680061244964598,0.19543504428863526
15,0.17304899775981902,0.19686443948745727
16,0.16754572276274363,0.2134906723499298
17,0.15950485603014627,0.214970342874527
18,0.15491673096021016,0.2319412990808487
19,0.15132672504583994,0.20811756896972655
20,0.14921912642319998,0.21031591939926148
21,0.13882558675607046,0.21182862114906312
22,0.13403015263875326,0.23176811814308165
23,0.13074690508842468,0.2291483144760132
24,0.12795129030942917,0.17730708765983583
25,0.11911585585276285,0.19586261487007142
26,0.11762413879235585,0.2226939755678177
27,0.11122066575288772,0.23678271508216858
28,0.10909563903013865,0.17205366098880767
29,0.10449740016460418,0.16524822759628296
30,0.09952334662278493,0.16631258678436278
31,0.09463468478123346,0.1719228572845459
32,0.09229957165320714,0.17018472647666932
33,0.08431253600120545,0.17240703082084655
34,0.08021505163113277,0.16613034737110138
35,0.07825790851314862,0.18289782917499542
36,0.07412738205989201,0.1817592921257019
37,0.07001173355182012,0.1633248301744461
38,0.06826477418343226,0.1705892722606659
39,0.0643426998356978,0.1623276643753052
40,0.06014934935172399,0.16156633007526397
41,0.057965415338675184,0.15903650772571565
42,0.05470341169834137,0.16484105825424195
43,0.05362199354171753,0.15654813075065613
44,0.049388906210660936,0.16093463802337646
45,0.04917275826136271,0.1584286162853241
46,0.0447752453883489,0.16201841807365416
47,0.04354759142796198,0.15694734811782837
48,0.04337821418046951,0.15706024050712586
49,0.041727638175090155,0.1530738126039505
50,0.03982789850234986,0.15546739149093627
51,0.03997130250930786,0.15536753702163697
52,0.04022599615653356,0.15499638783931732
53,0.03764079771439235,0.153193763256073
54,0.03731513179341952,0.1540724002122879
55,0.0367676956752936,0.15301797533035277
56,0.03670668830474218,0.15370419239997865
57,0.035534641981124875,0.1532526090145111
58,0.035755643288294475,0.153949085354805
59,0.03526637762784958,0.15342099070549012
60,0.034695570429166156,0.15299414944648743
